Kecamatan,Tahun,Total_Populasi,Total_Warga_Rentan,Total_Bantuan_PIP,Total_Pra_Sekolah,SD,Rasio_Warga_Rentan,Status_Resiko
BUAHBATU,2024,104272,28686.0,668.0,47.0,13.0,27.510741138560686,Tinggi
BANDUNG WETAN,2019,28358,6291.0,1057.0,5.0,17.0,22.184216094223853,Rendah
CICENDO,2018,95513,23649.0,4689.0,5.0,26.0,24.75998031681551,Sedang
CIBEUNYING KALER,2020,68419,15789.0,1266.0,0.0,10.0,23.076923076923077,Rendah
BANDUNG WETAN,2022,29284,7238.0,1038.0,19.0,16.0,24.716568774757548,Sedang
BANDUNG KIDUL,2018,61715,14901.0,1534.0,0.0,10.0,24.144859434497288,Sedang
BATUNUNGGAL,2019,119112,28155.0,1574.0,10.0,15.0,23.63741688494862,Rendah
ASTANAANYAR,2015,70681,18471.0,3821.0,0.0,14.0,26.13290700471131,Sedang
PANYILEUKAN,2020,40037,10730.0,617.0,0.0,8.0,26.800209805929516,Sedang
BOJONGLOA KIDUL,2022,87119,24149.0,549.0,27.0,14.0,27.71955600959607,Tinggi
PANYILEUKAN,2023,39714,11351.0,1045.0,28.0,8.0,28.581860301153245,Tinggi
ANDIR,2018,97568,28029.0,2993.0,4.0,23.0,28.72765660872417,Tinggi
LENGKONG,2015,72131,15695.0,2825.0,0.0,20.0,21.759021779817278,Rendah
REGOL,2025,78604,17376.0,1281.0,40.0,22.0,22.105745254694416,Rendah
CIBEUNYING KALER,2017,71478,15875.0,1501.0,2.0,9.0,22.209630935392706,Rendah
ANTAPANI,2019,75936,20554.0,2231.0,7.0,13.0,27.067530552043827,Tinggi
ARCAMANIK,2020,77859,20172.0,1940.0,0.0,18.0,25.908372827804104,Sedang
ANDIR,2022,96120,26656.0,2425.0,29.0,24.0,27.732001664585937,Tinggi
COBLONG,2015,106268,30597.0,3627.0,0.0,22.0,28.79229871645274,Tinggi
ARCAMANIK,2024,79911,20711.0,1083.0,51.0,20.0,25.917583311433972,Sedang
BANDUNG WETAN,2025,30440,6719.0,558.0,27.0,17.0,22.072930354796323,Rendah
BANDUNG KULON,2015,131642,40870.0,0.0,0.0,25.0,31.04632260220902,Tinggi
ANDIR,2025,99339,26145.0,1522.0,43.0,23.0,26.3189683809984,Sedang
RANCASARI,2019,80752,22279.0,1364.0,11.0,7.0,27.589409550227856,Tinggi
CINAMBO,2015,24225,6114.0,1201.0,0.0,1.0,25.23839009287926,Sedang
BUAHBATU,2016,99652,26312.0,4089.0,0.0,12.0,26.403885521615223,Sedang
CINAMBO,2025,27726,7686.0,155.0,21.0,3.0,27.721272451850247,Tinggi
PANYILEUKAN,2023,41321,10249.0,934.0,24.0,9.0,24.803368747126157,Sedang
BUAHBATU,2021,100936,29254.0,2293.0,40.0,13.0,28.982721724657207,Tinggi
RANCASARI,2015,81288,19560.0,1749.0,0.0,6.0,24.062592264540893,Sedang
SUKASARI,2019,78083,18405.0,1782.0,12.0,19.0,23.571071808204092,Rendah
PANYILEUKAN,2016,36138,9859.0,557.0,0.0,7.0,27.28153190547346,Tinggi
ANDIR,2025,102493,23704.0,1630.0,36.0,21.0,23.127433092991716,Rendah
SUKASARI,2018,79686,20254.0,1703.0,4.0,21.0,25.41726275631855,Sedang
CIDADAP,2019,52242,13958.0,1112.0,8.0,14.0,26.71796638719804,Sedang
COBLONG,2021,110230,28695.0,2806.0,64.0,20.0,26.031933230518007,Sedang
SUKASARI,2023,75507,20790.0,1996.0,44.0,22.0,27.533871031824862,Tinggi
LENGKONG,2017,72448,15549.0,2479.0,0.0,23.0,21.462290194346288,Rendah
BABAKAN CIPARAY,2019,142864,36941.0,3714.0,15.0,17.0,25.857458841975582,Sedang
CIBIRU,2017,73307,20923.0,2624.0,0.0,13.0,28.54161267000423,Tinggi
COBLONG,2016,114478,28477.0,3139.0,0.0,21.0,24.875521934345464,Sedang
PANYILEUKAN,2017,38750,10810.0,581.0,0.0,7.0,27.896774193548385,Tinggi
CICENDO,2023,97835,24593.0,4265.0,36.0,29.0,25.13722083099095,Sedang
SUKASARI,2022,78052,20117.0,2080.0,35.0,21.0,25.77384307897299,Sedang
MANDALAJATI,2015,63114,18521.0,1627.0,0.0,14.0,29.345311658269164,Tinggi
ANDIR,2016,94629,27756.0,3639.0,0.0,24.0,29.33138889769521,Tinggi
REGOL,2021,79282,20351.0,1967.0,44.0,20.0,25.66913044575061,Sedang
GEDEBAGE,2016,35192,11891.0,1193.0,0.0,6.0,33.78892930211412,Tinggi
BABAKAN CIPARAY,2025,148452,41804.0,3442.0,42.0,19.0,28.159943954948403,Tinggi
CIBIRU,2019,69614,19794.0,2527.0,13.0,13.0,28.43393570258856,Tinggi
RANCASARI,2023,87716,24035.0,1995.0,46.0,8.0,27.400930274978343,Tinggi
BUAHBATU,2022,100106,26503.0,1193.0,43.0,15.0,26.47493656723873,Sedang
LENGKONG,2025,74746,16344.0,1153.0,43.0,23.0,21.86605303293822,Rendah
CIBEUNYING KIDUL,2016,112132,28206.0,810.0,0.0,15.0,25.154282452823455,Sedang
BANDUNG WETAN,2017,28375,7160.0,1196.0,0.0,15.0,25.233480176211454,Sedang
ANTAPANI,2018,76366,18572.0,2183.0,0.0,12.0,24.319723437131707,Sedang
COBLONG,2023,117595,29417.0,2991.0,49.0,23.0,25.01551936732004,Sedang
CINAMBO,2025,27860,7172.0,163.0,20.0,2.0,25.74300071787509,Sedang
MANDALAJATI,2015,65814,16834.0,1639.0,0.0,13.0,25.578144467742426,Sedang
ASTANAANYAR,2022,75655,17966.0,1772.0,18.0,15.0,23.74727380873703,Rendah
BOJONGLOA KALER,2022,119120,32756.0,705.0,29.0,12.0,27.498321020819343,Tinggi
GEDEBAGE,2019,41126,11643.0,871.0,8.0,7.0,28.310557797986675,Tinggi
CIBEUNYING KALER,2020,67624,17453.0,1264.0,0.0,9.0,25.808884419732642,Sedang
KIARACONDONG,2019,126409,34642.0,1787.0,17.0,17.0,27.40469428600812,Tinggi
BABAKAN CIPARAY,2019,139422,40338.0,3226.0,15.0,19.0,28.932306235744715,Tinggi
BANDUNG WETAN,2025,28901,6987.0,514.0,23.0,15.0,24.175634061105153,Sedang
BOJONGLOA KALER,2015,117791,32079.0,1239.0,0.0,11.0,27.23382940971721,Tinggi
PANYILEUKAN,2017,37108,10214.0,608.0,0.0,8.0,27.525061981243937,Tinggi
BANDUNG KIDUL,2023,60731,15946.0,1126.0,33.0,10.0,26.256771665212163,Sedang
BANDUNG WETAN,2017,28028,6488.0,1204.0,0.0,17.0,23.148280291137436,Rendah
LENGKONG,2019,69913,17396.0,1927.0,11.0,19.0,24.882353782558322,Sedang
ARCAMANIK,2019,77488,19060.0,2682.0,14.0,18.0,24.597357010117697,Sedang
CIDADAP,2017,52073,13583.0,718.0,3.0,13.0,26.08453517177808,Sedang
BOJONGLOA KIDUL,2017,85111,22095.0,1071.0,0.0,13.0,25.96021665824629,Sedang
ANTAPANI,2016,73792,17227.0,2624.0,0.0,11.0,23.345349089332178,Rendah
BABAKAN CIPARAY,2015,124199,37637.0,3900.0,0.0,20.0,30.303786664948994,Tinggi
CIDADAP,2023,54338,14607.0,1890.0,23.0,14.0,26.881740218631528,Sedang
SUKASARI,2015,71618,19213.0,1878.0,0.0,22.0,26.827054651065374,Sedang
KIARACONDONG,2023,138378,35853.0,1683.0,52.0,16.0,25.90946537744439,Sedang
REGOL,2024,77666,19379.0,1454.0,39.0,21.0,24.95171632374527,Sedang
LENGKONG,2023,70425,16319.0,1630.0,37.0,23.0,23.172168974085906,Rendah
CIBEUNYING KALER,2015,66072,17633.0,1444.0,0.0,10.0,26.687552972514833,Sedang
SUMUR BANDUNG,2018,34779,7808.0,1209.0,1.0,12.0,22.450329221656748,Rendah
SUMUR BANDUNG,2016,32200,7320.0,1504.0,0.0,13.0,22.732919254658384,Rendah
ARCAMANIK,2019,78712,20430.0,2429.0,11.0,18.0,25.955381644476066,Sedang
MANDALAJATI,2024,78899,21142.0,1087.0,41.0,12.0,26.79628385657613,Sedang
ARCAMANIK,2015,71949,18251.0,3377.0,0.0,15.0,25.366579104643566,Sedang
CINAMBO,2020,24280,7294.0,598.0,0.0,1.0,30.04118616144975,Tinggi
BANDUNG WETAN,2019,27264,6447.0,1097.0,4.0,18.0,23.64656690140845,Rendah
ASTANAANYAR,2017,71928,20405.0,2868.0,1.0,14.0,28.368646424201984,Tinggi
ANTAPANI,2015,74468,19167.0,2774.0,0.0,12.0,25.738572272654025,Sedang
CICENDO,2017,91740,24823.0,4362.0,0.0,26.0,27.057989971659037,Tinggi
SUKAJADI,2025,104530,28677.0,3083.0,34.0,22.0,27.434229407825505,Tinggi
BANDUNG KULON,2020,127092,38751.0,1970.0,0.0,28.0,30.490510811066002,Tinggi
ARCAMANIK,2023,80323,20339.0,3348.0,53.0,19.0,25.321514385667864,Sedang
ANTAPANI,2021,83401,20952.0,1582.0,48.0,16.0,25.122000935240585,Sedang
CIBIRU,2020,71071,20178.0,1319.0,0.0,14.0,28.39132698287628,Tinggi
GEDEBAGE,2022,42842,11553.0,1710.0,23.0,7.0,26.966528173287895,Sedang
BANDUNG WETAN,2015,29304,6888.0,1250.0,0.0,16.0,23.505323505323506,Rendah
BABAKAN CIPARAY,2020,141848,36093.0,3752.0,0.0,18.0,25.444842366476795,Sedang
CICENDO,2016,93988,24893.0,4941.0,0.0,27.0,26.485295995233432,Sedang
KIARACONDONG,2016,134047,36227.0,1076.0,0.0,16.0,27.025595500085792,Tinggi
ANDIR,2017,96587,26701.0,3410.0,0.0,23.0,27.644507024754883,Tinggi
BANDUNG KIDUL,2023,58875,16333.0,1048.0,26.0,9.0,27.741825902335453,Tinggi
CIDADAP,2023,53437,13425.0,1846.0,23.0,15.0,25.123042086943503,Sedang
BUAHBATU,2016,99322,25076.0,4072.0,0.0,11.0,25.247175852278446,Sedang
BANDUNG KULON,2015,134592,41378.0,0.0,0.0,27.0,30.74328340466001,Tinggi
BANDUNG KIDUL,2019,57900,15082.0,1417.0,4.0,8.0,26.048359240069086,Sedang
BANDUNG KULON,2024,140198,42450.0,4326.0,52.0,25.0,30.27860597155452,Tinggi
KIARACONDONG,2018,123984,35216.0,1484.0,6.0,16.0,28.40366498903084,Tinggi
CIBEUNYING KIDUL,2017,109221,27805.0,1079.0,0.0,15.0,25.457558528121883,Sedang
MANDALAJATI,2018,69041,20478.0,1730.0,5.0,13.0,29.66063643342362,Tinggi
BANDUNG KIDUL,2023,59250,15719.0,1142.0,31.0,10.0,26.529957805907173,Sedang
ARCAMANIK,2019,77190,18516.0,2928.0,11.0,16.0,23.987563155849205,Rendah
CIBEUNYING KALER,2017,70901,17976.0,1417.0,2.0,10.0,25.35366214862978,Sedang
BUAHBATU,2022,109348,28814.0,1325.0,41.0,13.0,26.350733438197317,Sedang
RANCASARI,2015,74740,21953.0,1602.0,0.0,7.0,29.372491303184372,Tinggi
BUAHBATU,2025,110608,28357.0,642.0,49.0,15.0,25.637386084189206,Sedang
CIBEUNYING KIDUL,2023,111597,32067.0,3011.0,56.0,14.0,28.73464340439259,Tinggi
PANYILEUKAN,2022,41029,11207.0,721.0,20.0,8.0,27.314826098613175,Tinggi
SUKASARI,2018,79525,20656.0,1684.0,5.0,22.0,25.974221942785285,Sedang
CIBEUNYING KIDUL,2019,108021,30302.0,1973.0,15.0,15.0,28.051952861017764,Tinggi
BABAKAN CIPARAY,2016,128250,36456.0,3555.0,0.0,20.0,28.425730994152048,Tinggi
PANYILEUKAN,2022,41883,10808.0,776.0,20.0,8.0,25.8052193013872,Sedang
UJUNG BERUNG,2015,83916,21368.0,1616.0,0.0,5.0,25.463558796892134,Sedang
MANDALAJATI,2021,74871,22230.0,1100.0,37.0,13.0,29.69106863805746,Tinggi
CIBIRU,2019,72917,18747.0,2555.0,13.0,14.0,25.710053896896472,Sedang
ASTANAANYAR,2017,69645,20731.0,3366.0,1.0,15.0,29.766673845932946,Tinggi
COBLONG,2020,111888,29161.0,2620.0,0.0,20.0,26.062669812669814,Sedang
CINAMBO,2015,24173,6246.0,1302.0,0.0,1.0,25.838745708021342,Sedang
CIBEUNYING KALER,2017,69549,18148.0,1395.0,2.0,9.0,26.093833124847233,Sedang
GEDEBAGE,2020,41448,11140.0,586.0,0.0,6.0,26.877050762401083,Sedang
KIARACONDONG,2017,135014,33035.0,1275.0,0.0,17.0,24.467832965470247,Sedang
RANCASARI,2021,89582,22995.0,1017.0,38.0,8.0,25.669219262798332,Sedang
REGOL,2024,85457,19883.0,1213.0,46.0,21.0,23.266672127502723,Rendah
CIDADAP,2020,53160,13308.0,1068.0,0.0,14.0,25.033860045146728,Sedang
BANDUNG WETAN,2018,27439,6697.0,1197.0,0.0,15.0,24.406866139436566,Sedang
SUMUR BANDUNG,2020,35554,8234.0,679.0,0.0,13.0,23.15913821229679,Rendah
CIDADAP,2023,53919,15311.0,1780.0,23.0,16.0,28.3962981509301,Tinggi
PANYILEUKAN,2021,41045,10989.0,540.0,25.0,8.0,26.773053965160187,Sedang
SUKASARI,2018,79570,20168.0,1877.0,4.0,23.0,25.346236018599978,Sedang
MANDALAJATI,2015,65229,19017.0,1662.0,0.0,14.0,29.15421055052201,Tinggi
GEDEBAGE,2021,41973,11985.0,520.0,31.0,7.0,28.554070473876063,Tinggi
CINAMBO,2024,25303,6732.0,146.0,18.0,2.0,26.605540844959098,Sedang
CIBEUNYING KALER,2017,66111,15850.0,1643.0,2.0,9.0,23.97483020979867,Rendah
BANDUNG KULON,2021,140746,42977.0,1969.0,57.0,25.0,30.535148423401022,Tinggi
LENGKONG,2023,70647,18919.0,1626.0,38.0,21.0,26.779622630826506,Sedang
PANYILEUKAN,2022,39451,11660.0,750.0,20.0,8.0,29.55565131428861,Tinggi
ARCAMANIK,2023,79104,19322.0,2965.0,47.0,21.0,24.42607200647249,Sedang
BANDUNG WETAN,2022,28540,7248.0,1170.0,16.0,17.0,25.395935529081992,Sedang
COBLONG,2024,112022,26062.0,3059.0,64.0,22.0,23.265072932102623,Rendah
PANYILEUKAN,2017,38722,10985.0,550.0,0.0,7.0,28.368885904653684,Tinggi
BANDUNG KIDUL,2017,55792,15654.0,1493.0,0.0,9.0,28.057786062517927,Tinggi
BANDUNG KULON,2025,144203,41506.0,3887.0,45.0,26.0,28.783035027010534,Tinggi
LENGKONG,2020,74942,17123.0,1540.0,0.0,22.0,22.848336046542663,Rendah
BANDUNG WETAN,2017,28947,6948.0,1170.0,0.0,15.0,24.002487304383873,Sedang
ASTANAANYAR,2016,71011,20127.0,2929.0,0.0,16.0,28.343496078072413,Tinggi
CICENDO,2024,95337,25221.0,3992.0,42.0,29.0,26.45457692186664,Sedang
CICENDO,2021,99889,24894.0,4829.0,35.0,24.0,24.921663045981038,Sedang
ANDIR,2021,95702,26278.0,2308.0,36.0,21.0,27.458151344799482,Tinggi
BOJONGLOA KIDUL,2022,85106,23488.0,544.0,24.0,14.0,27.59852419335887,Tinggi
BATUNUNGGAL,2025,128920,29294.0,2523.0,41.0,17.0,22.72261867825008,Rendah
BANDUNG KULON,2019,136545,37974.0,1567.0,19.0,27.0,27.810611886191367,Tinggi
CIBEUNYING KIDUL,2022,115694,30653.0,4051.0,48.0,16.0,26.494891697062943,Sedang
CIBEUNYING KALER,2023,70905,16299.0,2249.0,40.0,11.0,22.987095409350538,Rendah
RANCASARI,2020,83619,21442.0,902.0,0.0,8.0,25.64249751850656,Sedang
REGOL,2015,79216,19158.0,2939.0,0.0,24.0,24.184508180165622,Sedang
CICENDO,2021,93067,25014.0,4167.0,35.0,27.0,26.87741089752544,Sedang
CINAMBO,2015,22713,6911.0,1179.0,0.0,1.0,30.4275084753225,Tinggi
CIBEUNYING KIDUL,2018,107652,29554.0,1722.0,6.0,15.0,27.45327536878089,Tinggi
ANTAPANI,2019,75255,20147.0,2129.0,7.0,14.0,26.771643080194007,Sedang
BUAHBATU,2015,92023,24486.0,4153.0,0.0,12.0,26.60856524999185,Sedang
BOJONGLOA KIDUL,2022,91564,23382.0,529.0,26.0,12.0,25.536236949019266,Sedang
CINAMBO,2020,25534,7221.0,554.0,0.0,2.0,28.27994047152816,Tinggi
CIDADAP,2025,58616,13118.0,1727.0,24.0,13.0,22.379555070287978,Rendah
BOJONGLOA KIDUL,2015,79655,24652.0,918.0,0.0,13.0,30.948465256418306,Tinggi
BATUNUNGGAL,2022,118805,29855.0,1552.0,30.0,16.0,25.12941374521274,Sedang
CICENDO,2023,93095,24681.0,3726.0,38.0,29.0,26.51162790697674,Sedang
BATUNUNGGAL,2016,113256,31542.0,906.0,0.0,16.0,27.850180122907396,Tinggi
BANDUNG KULON,2019,135001,37535.0,1393.0,18.0,25.0,27.803497751868505,Tinggi
CINAMBO,2016,24708,6804.0,1150.0,0.0,1.0,27.537639630888783,Tinggi
UJUNG BERUNG,2017,84322,25533.0,1744.0,0.0,6.0,30.2803538815493,Tinggi
SUKAJADI,2019,102114,27112.0,2379.0,6.0,22.0,26.550717825175784,Sedang
RANCASARI,2015,75541,20849.0,1653.0,0.0,6.0,27.599581684118558,Tinggi
BABAKAN CIPARAY,2017,137676,35325.0,3318.0,0.0,20.0,25.658066765449316,Sedang
CIBEUNYING KALER,2019,71005,18170.0,1461.0,11.0,9.0,25.589747200901346,Sedang
MANDALAJATI,2016,64999,17552.0,1866.0,0.0,13.0,27.003492361420946,Tinggi
SUKAJADI,2022,100904,26954.0,3500.0,25.0,23.0,26.712518829778798,Sedang
ARCAMANIK,2017,69549,17797.0,2977.0,0.0,17.0,25.58915297128643,Sedang
CINAMBO,2016,23742,6742.0,1077.0,0.0,1.0,28.3969337039845,Tinggi
BANDUNG WETAN,2023,30111,6479.0,1477.0,22.0,18.0,21.51705356846335,Rendah
GEDEBAGE,2015,35031,12534.0,1045.0,0.0,5.0,35.77973794639034,Tinggi
GEDEBAGE,2017,36437,12374.0,1124.0,0.0,5.0,33.95998572879216,Tinggi
BATUNUNGGAL,2023,123694,29665.0,2866.0,46.0,17.0,23.982569890212947,Rendah
BOJONGLOA KALER,2018,116742,33992.0,1193.0,4.0,11.0,29.117198608898253,Tinggi
BOJONGLOA KIDUL,2022,84720,24636.0,526.0,24.0,14.0,29.07932011331445,Tinggi
GEDEBAGE,2024,41778,11247.0,355.0,35.0,7.0,26.920867442194456,Sedang
SUKAJADI,2018,102999,25508.0,2083.0,1.0,21.0,24.76528898338819,Sedang
LENGKONG,2023,74679,16740.0,1829.0,35.0,23.0,22.415940224159403,Rendah
BANDUNG WETAN,2025,30652,6601.0,537.0,22.0,16.0,21.53529949106094,Rendah
UJUNG BERUNG,2018,84418,23556.0,1961.0,6.0,6.0,27.904001516264305,Tinggi
CIDADAP,2022,55780,14448.0,2348.0,25.0,15.0,25.90175690211545,Sedang
BANDUNG KULON,2015,130001,37028.0,0.0,0.0,25.0,28.482857824170583,Tinggi
REGOL,2020,83184,19888.0,1923.0,0.0,22.0,23.908443931525294,Rendah
CIBEUNYING KIDUL,2021,108390,32566.0,1870.0,65.0,15.0,30.04520712242827,Tinggi
BOJONGLOA KALER,2021,121527,37455.0,1094.0,34.0,12.0,30.820311535708118,Tinggi
UJUNG BERUNG,2021,87658,26794.0,1642.0,64.0,7.0,30.566519884095005,Tinggi
BUAHBATU,2015,95058,23276.0,3880.0,0.0,12.0,24.48610322119127,Sedang
BOJONGLOA KALER,2022,130464,33314.0,738.0,29.0,13.0,25.535013490311503,Sedang
ANDIR,2017,96750,27316.0,3462.0,0.0,24.0,28.23359173126615,Tinggi
PANYILEUKAN,2016,38426,10776.0,616.0,0.0,7.0,28.043512205277676,Tinggi
BUAHBATU,2025,104800,30277.0,603.0,43.0,14.0,28.89026717557252,Tinggi
BANDUNG KULON,2025,143756,38241.0,4462.0,53.0,27.0,26.601324466457054,Sedang
PANYILEUKAN,2024,39883,11298.0,567.0,26.0,9.0,28.32785898753855,Tinggi
BANDUNG WETAN,2016,27454,6225.0,1353.0,0.0,15.0,22.67429154221607,Rendah
BANDUNG KULON,2016,135913,36570.0,60.0,0.0,23.0,26.90691839632706,Sedang
BANDUNG WETAN,2025,28667,6770.0,565.0,26.0,18.0,23.61600446506436,Rendah
REGOL,2016,76930,21952.0,2629.0,0.0,22.0,28.53503184713376,Tinggi
CICENDO,2024,97196,24634.0,3979.0,40.0,28.0,25.344664389481046,Sedang
BABAKAN CIPARAY,2017,139963,39813.0,3939.0,0.0,19.0,28.44537484906725,Tinggi
SUKAJADI,2025,106731,27138.0,2830.0,37.0,19.0,25.426539618292715,Sedang
BUAHBATU,2023,111221,27068.0,4103.0,43.0,14.0,24.3371305778585,Sedang
ARCAMANIK,2017,74337,17905.0,3074.0,0.0,14.0,24.08625583491397,Sedang
BANDUNG KULON,2019,126298,38207.0,1529.0,16.0,25.0,30.251468748515414,Tinggi
CINAMBO,2018,23482,6893.0,893.0,0.0,1.0,29.354399114215145,Tinggi
BANDUNG WETAN,2020,28815,6546.0,767.0,0.0,17.0,22.71733472149922,Rendah
BOJONGLOA KALER,2018,127156,35743.0,1233.0,4.0,10.0,28.1095662021454,Tinggi
BANDUNG KULON,2018,127990,40953.0,1060.0,8.0,29.0,31.997031018048283,Tinggi
BOJONGLOA KALER,2021,126439,37360.0,1295.0,41.0,13.0,29.54784520598866,Tinggi
ASTANAANYAR,2021,73698,19967.0,2340.0,22.0,15.0,27.093001166924473,Tinggi
SUMUR BANDUNG,2022,39616,9435.0,2327.0,12.0,13.0,23.816134894991922,Rendah
REGOL,2024,84598,17734.0,1401.0,41.0,20.0,20.962670512305255,Rendah
BATUNUNGGAL,2016,116943,27971.0,755.0,0.0,14.0,23.918490204629606,Rendah
PANYILEUKAN,2019,39793,10678.0,598.0,7.0,8.0,26.83386525268263,Sedang
SUMUR BANDUNG,2018,34718,8355.0,1255.0,1.0,14.0,24.06532634368339,Sedang
LENGKONG,2022,71849,17841.0,2308.0,27.0,22.0,24.83124330192487,Sedang
BOJONGLOA KIDUL,2021,85204,27075.0,1008.0,23.0,13.0,31.776677151307453,Tinggi
ANTAPANI,2016,74628,18278.0,2273.0,0.0,12.0,24.492147719354666,Sedang
CICENDO,2022,92356,24275.0,3014.0,30.0,28.0,26.28416128892546,Sedang
COBLONG,2021,111671,28385.0,2881.0,51.0,23.0,25.418416598758853,Sedang
BOJONGLOA KIDUL,2024,86783,26521.0,736.0,29.0,15.0,30.56013274489243,Tinggi
BANDUNG KIDUL,2018,57954,16002.0,1526.0,1.0,9.0,27.61155399109639,Tinggi
CINAMBO,2016,23738,6438.0,1233.0,0.0,1.0,27.121071699384952,Tinggi
BANDUNG KULON,2015,130372,40742.0,0.0,0.0,27.0,31.25057527689995,Tinggi
GEDEBAGE,2016,35810,11415.0,1037.0,0.0,5.0,31.876570790282045,Tinggi
BATUNUNGGAL,2021,117408,33286.0,1942.0,39.0,15.0,28.35070863995639,Tinggi
SUKAJADI,2016,103798,26334.0,1959.0,0.0,25.0,25.370431029499606,Sedang
COBLONG,2015,114556,31488.0,3453.0,0.0,23.0,27.48699326093788,Tinggi
UJUNG BERUNG,2018,80315,23814.0,1794.0,6.0,6.0,29.650750171200897,Tinggi
COBLONG,2020,118629,26250.0,2878.0,0.0,21.0,22.12781023189945,Rendah
CIBEUNYING KIDUL,2021,115810,32631.0,1759.0,62.0,15.0,28.176323288144374,Tinggi
ARCAMANIK,2023,82537,22477.0,3048.0,56.0,19.0,27.23263506063947,Tinggi
ARCAMANIK,2020,73416,20488.0,2196.0,0.0,19.0,27.906723330064292,Tinggi
ASTANAANYAR,2022,72936,18812.0,1699.0,19.0,14.0,25.79247559504223,Sedang
RANCASARI,2023,83699,22920.0,2296.0,47.0,8.0,27.383839711346614,Tinggi
MANDALAJATI,2025,75927,22849.0,999.0,36.0,12.0,30.093379166831298,Tinggi
BANDUNG WETAN,2025,30271,6296.0,538.0,20.0,18.0,20.798784315020978,Rendah
LENGKONG,2019,67874,16260.0,2293.0,10.0,21.0,23.956154050151753,Rendah
ARCAMANIK,2023,83251,20873.0,3167.0,54.0,19.0,25.07237150304501,Sedang
LENGKONG,2025,72058,16883.0,1233.0,41.0,22.0,23.429737156179744,Rendah
MANDALAJATI,2023,75262,23832.0,2472.0,35.0,12.0,31.665382264622256,Tinggi
SUKASARI,2024,81828,21822.0,1970.0,47.0,22.0,26.66813315735445,Sedang
SUKASARI,2024,78767,21414.0,1733.0,48.0,20.0,27.186512118018967,Tinggi
ASTANAANYAR,2019,71725,20599.0,2909.0,8.0,13.0,28.71941443011502,Tinggi
BATUNUNGGAL,2021,122382,31432.0,1734.0,37.0,17.0,25.683515549672336,Sedang
BOJONGLOA KIDUL,2015,85386,22224.0,884.0,0.0,13.0,26.02768603752372,Sedang
GEDEBAGE,2020,41664,11075.0,582.0,0.0,7.0,26.581701228878647,Sedang
BABAKAN CIPARAY,2022,143834,42477.0,1484.0,37.0,17.0,29.531960454412726,Tinggi
BABAKAN CIPARAY,2019,137070,36509.0,3383.0,13.0,19.0,26.635295834245277,Sedang
ASTANAANYAR,2025,72148,17519.0,1207.0,23.0,14.0,24.282031379941234,Sedang
CIBEUNYING KIDUL,2019,111681,30376.0,1752.0,16.0,15.0,27.198896858015242,Tinggi
CICENDO,2024,97431,23132.0,4056.0,40.0,25.0,23.741930186490954,Rendah
CICENDO,2022,99099,22132.0,2798.0,30.0,29.0,22.333222333222334,Rendah
PANYILEUKAN,2023,39348,10076.0,983.0,26.0,9.0,25.607400630273457,Sedang
LENGKONG,2020,68871,17120.0,1697.0,0.0,23.0,24.858067982169562,Sedang
UJUNG BERUNG,2018,83523,25421.0,1678.0,6.0,6.0,30.435927828262876,Tinggi
MANDALAJATI,2020,68660,20168.0,1105.0,0.0,14.0,29.373725604427612,Tinggi
REGOL,2021,83576,19557.0,2234.0,45.0,24.0,23.400258447401168,Rendah
BUAHBATU,2015,99386,22626.0,4105.0,0.0,14.0,22.765781900871353,Rendah
COBLONG,2023,116715,26435.0,2944.0,65.0,21.0,22.649188193462706,Rendah
COBLONG,2022,120478,27052.0,6803.0,58.0,22.0,22.4538919968791,Rendah
BABAKAN CIPARAY,2020,134296,40874.0,4115.0,0.0,20.0,30.435753857151365,Tinggi
CICENDO,2019,93462,24417.0,4556.0,11.0,28.0,26.12505617256211,Sedang
CIBIRU,2025,77828,22314.0,929.0,49.0,15.0,28.67091535180141,Tinggi
ANDIR,2019,95567,27313.0,2792.0,12.0,25.0,28.579949145625584,Tinggi
BUAHBATU,2019,100802,27455.0,3154.0,15.0,12.0,27.236562766611772,Tinggi
ARCAMANIK,2025,86746,22083.0,1001.0,49.0,22.0,25.45708159454038,Sedang
CIBEUNYING KIDUL,2025,118398,30671.0,3257.0,67.0,17.0,25.90499839524316,Sedang
ANDIR,2019,99917,24730.0,2966.0,12.0,21.0,24.750542950649038,Sedang
BOJONGLOA KIDUL,2016,85507,23539.0,1031.0,0.0,15.0,27.52874033704843,Tinggi
CICENDO,2025,99193,23786.0,3853.0,45.0,27.0,23.97951468349581,Rendah
SUKASARI,2021,78327,19315.0,1779.0,43.0,20.0,24.659440550512596,Sedang
ASTANAANYAR,2018,77516,18308.0,2797.0,4.0,16.0,23.618349760049536,Rendah
RANCASARI,2024,85627,24577.0,589.0,41.0,9.0,28.702395272519183,Tinggi
CIBEUNYING KALER,2015,64568,17242.0,1626.0,0.0,10.0,26.703630281253872,Sedang
CIDADAP,2025,56015,13694.0,1773.0,28.0,16.0,24.44702311880746,Sedang
SUKAJADI,2025,105833,27324.0,2793.0,41.0,22.0,25.81803407254826,Sedang
SUKAJADI,2023,101821,27443.0,3812.0,36.0,23.0,26.952200430166666,Sedang
KIARACONDONG,2017,126243,37061.0,1166.0,0.0,15.0,29.356875232686168,Tinggi
ARCAMANIK,2020,76563,20679.0,1835.0,0.0,19.0,27.009129736295602,Tinggi
